pt1_cam1_X,pt1_cam1_Y
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
498.673211,713.717701
498.673211,713.717701
498.673211,713.717701
498.673211,713.717701
498.673211,713.400064
498.673211,713.241245
498.673211,713.082426
498.673211,713.082426
498.673211,713.082426
498.673211,713.082426
498.673211,713.082426
498.673211,713.082426
498.673211,713.082426
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.241245
498.388161,713.082426
498.388161,713.082426
491.689481,718.323446
478.577173,722.929191
440.421357,706.747045
405.605455,675.468079
396.606623,642.565039
388.451431,618.436143
376.078037,605.588289
359.205227,598.380957
348.237900,594.620609
331.925252,587.360202
322.913161,579.013299
314.252191,569.623034
307.115565,563.165088
299.717472,559.317955
295.895124,556.707402
290.963062,554.509040
287.633921,552.585474
285.661096,550.936703
281.098939,547.913957
279.742622,545.578198
275.427068,538.570922
272.150291,531.200591
269.265281,522.919115
273.459959,520.429454
284.458907,519.584188
293.435061,515.921365
298.997748,506.623432
303.549037,498.170766
312.689729,492.841351
325.771767,491.588073
336.663598,491.126339
352.314495,487.136248
366.486154,481.507493
379.815932,477.911344
393.706964,474.784257
402.588851,473.300169
415.358547,470.350141
423.300675,466.705989
431.398531,462.714774
441.053667,457.682373
447.749970,455.079407
454.913458,452.476441
459.896754,450.047006
464.568594,448.658757
470.486258,446.576384
477.494018,443.105763
483.255954,437.205706
487.304882,433.908616
489.326121,431.762749
492.603603,427.654059
496.700455,421.871458
503.118857,416.545379
505.979427,412.523839
507.058433,408.796523
508.892744,402.183542
512.777166,395.570562
514.719378,386.312389
515.906285,379.699409
515.155209,372.304497
515.256252,364.535502
515.458337,359.356173
515.155209,351.587179
515.145644,344.470186
514.506954,338.064832
514.187609,332.015330
512.590884,327.745094
510.674814,322.051446
508.439399,318.137063
506.842674,315.290238
503.329879,312.087561
499.497740,309.240737
496.623635,303.902942
493.749530,298.565146
489.917390,293.583204
489.278700,292.871498
488.640010,290.024674
485.765905,287.177850
483.211145,281.840054
482.572455,278.993230
