pt1_cam1_X,pt1_cam1_Y
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
815.964085,625.450623
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
816.261463,625.611117
813.981062,625.505532
806.474740,626.033454
799.538519,625.505532
795.452800,623.077090
795.642834,613.785661
804.194339,600.376439
810.275409,586.544879
810.780378,578.763783
808.177780,570.606698
804.080514,561.787065
793.640462,555.283369
782.093133,555.283369
774.658551,554.228715
768.173064,548.955448
759.473022,544.033733
750.931161,542.100201
741.598388,542.100201
727.836502,541.924426
717.870999,540.518221
710.120051,537.705812
701.261826,535.420730
689.239948,534.014525
682.449992,534.007641
680.474939,533.678433
679.092403,532.471339
678.203629,531.922660
676.919845,532.581075
672.969741,536.421829
670.500925,537.738659
668.525873,540.152847
666.550820,544.322808
666.452068,547.066204
667.340841,552.552995
668.525873,556.613220
670.204667,560.673445
671.488451,564.404463
672.673483,568.574425
679.868017,573.675237
680.331277,576.199014
680.148688,578.508057
679.960417,580.209631
679.821703,581.134483
679.821703,581.751051
679.821703,582.213477
679.821703,582.521761
679.960417,582.675903
681.070131,583.138328
681.763702,583.138328
683.566988,583.292470
685.925130,583.292470
687.728415,582.213477
689.115557,576.972650
692.722127,565.874430
697.022269,553.543074
702.570838,543.215564
707.287122,535.200182
709.367836,528.726220
707.009694,518.090426
699.102982,511.770606
692.444699,506.683922
686.757415,500.518244
683.927989,492.683631
682.612773,482.615561
682.758908,473.521820
681.578779,468.115970
680.484001,464.669112
679.571687,461.019498
677.747057,455.747833
